"content","annotation__label__001","annotation__label__002","annotation__label__003","annotation__label__004","annotation__label__005","annotation__notes","annotation__points__x","annotation__points__y","annotation__imageWidth","annotation__imageHeight","extras","metadata__first_done_at","metadata__last_updated_at","metadata__sec_taken","metadata__last_updated_by"
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/66127d05-93eb-498f-bac3-85a19bcbbbc7___2538464.main_image.jpg.jpeg","Emotion_Happy","Age_below20","E_White","G_Male","","","0.19876868953386104","0.23148148148148148","1300","741","null","1531657992000","1531657992000","23","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.3245382585751979","0.45987654320987653","","","","","","",""
"","Emotion_Happy","Age_20_30","E_White","G_ Female","","","0.6024626209322779","0.16049382716049382","1300","741","","","","",""
"","","","","","","","0.7361477572559367","0.36882716049382713","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/e3f39fd4-8888-4eea-a49d-038f70a8c540___instagram-famous-clothing-stores.jpg.jpeg","Emotion_Happy","Age_20_30","E_Hispanic","G_ Female","","","0.1662269129287599","0.17150395778364116","500","500","null","1531720527000","1531720527000","32","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.3245382585751979","0.3254177660510114","","","","","","",""
"","Emotion_Happy","Age_20_30","E_White","G_ Female","","","0.5241864555848724","0.11345646437994723","500","500","","","","",""
"","","","","","","","0.6693051890941073","0.2796833773087071","","","","","","",""
"","Emotion_Happy","Age_20_30","E_White","G_ Female","","","0.7475813544415127","0.13720316622691292","500","500","","","","",""
"","","","","","","","0.8979771328056289","0.2796833773087071","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/70f5af4f-f97e-42b7-a63d-690167fdf1e9___screen-shot-2014-03-05-at-12-33-12-pm.png","Emotion_Neutral","Age_20_30","E_Asian","G_ Female","","","0.7062445030782761","0.4367816091954023","584","268","null","1531657879000","1531657879000","53","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.7343887423043096","0.5057471264367817","","","","","","",""
"","Emotion_Neutral","Age_below20","E_White","G_ Female","","","0.23834652594547054","0.37547892720306514","584","268","","","","",""
"","","","","","","","0.26297273526824977","0.4329501915708812","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_White","G_ Female","","","0.5532102022867195","0.3045977011494253","584","268","","","","",""
"","","","","","","","0.5699208443271768","0.3544061302681992","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_Asian","G_ Female","","","0.7845206684256816","0.36398467432950193","584","268","","","","",""
"","","","","","","","0.8056288478452067","0.43103448275862066","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/2f86e23f-539e-40b7-b044-c0395a163945___disabled_3130037b.jpg.jpeg","Not_Face","","","","","","0.08970976253298153","0.3695345557122708","620","387","null","1531585322000","1531585322000","344","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.12928759894459102","0.4231311706629055","","","","","","",""
"","Not_Face","","","","","","0.28232189973614774","0.44851904090267986","620","387","","","","",""
"","","","","","","","0.3007915567282322","0.47531734837799716","","","","","","",""
"","Not_Face","","","","","","0.36323658751099386","0.2073342736248237","620","387","","","","",""
"","","","","","","","0.376429199648197","0.22284908321579688","","","","","","",""
"","Not_Face","","","","","","0.4204045734388742","0.25105782792665726","620","387","","","","",""
"","","","","","","","0.43271767810026385","0.2693935119887165","","","","","","",""
"","Not_Face","","","","","","0.49604221635883905","0.34837799717912554","620","387","","","","",""
"","","","","","","","0.5074758135444152","0.3624823695345557","","","","","","",""
"","Emotion_Neutral","Age_above_50","E_White","G_ Female","","","0.58311345646438","0.4781382228490832","620","387","","","","",""
"","","","","","","","0.6394019349164468","0.5444287729196051","","","","","","",""
"","Emotion_Neutral","Age_30_40","E_White","G_Male","","","0.43007915567282323","0.4019746121297602","620","387","","","","",""
"","","","","","","","0.4635004397537379","0.44710860366713684","","","","","","",""
"","Emotion_Neutral","Age_above_50","E_White","G_Male","","","0.7115215479331575","0.2877291960507758","620","387","","","","",""
"","","","","","","","0.7695690413368513","0.37799717912552894","","","","","","",""
"","Emotion_Neutral","Age_30_40","E_White","G_Male","","","0.9525065963060686","0.4400564174894217","620","387","","","","",""
"","","","","","","","0.9762532981530343","0.4781382228490832","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/07e7620b-09d9-4018-a0e8-2016fdbdbe99___2018sscreserve_005_171506-780x502.jpg.jpeg","Emotion_Neutral","Age_30_40","E_Black","G_Male","","","0.7474358974358974","0.34462151394422313","780","502","null","1531380495000","1531380495000","2990","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.8205128205128205","0.5199203187250996","","","","","","",""
"","Emotion_Neutral","Age_30_40","E_White","G_Male","","","0.24871794871794872","0.29880478087649404","780","502","","","","",""
"","","","","","","","0.3564102564102564","0.47808764940239046","","","","","","",""
"","Emotion_Happy","Age_20_30","G_ Female","E_White","","","0.5153846153846153","0.33665338645418325","780","502","","","","",""
"","","","","","","","0.6","0.5179282868525896","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/d121472d-e510-4b00-84b7-6a4263106ca1___2-grocer.jpg.jpeg","Emotion_Happy","Age_30_40","E_Black","G_Male","","","0.33773087071240104","0.10568031704095114","1698","1131","null","1531721227000","1531721227000","21","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.46965699208443273","0.3527080581241744","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/98635f62-38b0-4ab1-be06-f1ece729d49d___clothesandpeople.gif","Emotion_Neutral","Age_20_30","E_White","G_ Female","","","0.45822339489885666","0.1455026455026455","293","195","null","1531478909000","1531478909000","27","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.5241864555848724","0.23941798941798942","","","","","","",""
"","Not_Face","","","","","","0.6323658751099385","0.1349206349206349","293","195","","","","",""
"","","","","","","","0.6798592788038699","0.23941798941798942","","","","","","",""
"","Not_Face","","","","","","0.5488126649076517","0.18253968253968253","293","195","","","","",""
"","","","","","","","0.5901495162708883","0.25","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/07902025-25c0-4a82-b01d-6f73f112f56c___new-york-usa-july-3-260nw-253195477.jpg.jpeg","Emotion_Neutral","Age_20_30","E_Asian","G_Male","","","0.3148636763412489","0.5269607843137255","390","280","null","1531852456000","1531852456000","0","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.3491644678979771","0.5772058823529411","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_White","G_ Female","","","0.1662269129287599","0.5698529411764706","390","280","","","","",""
"","","","","","","","0.18997361477572558","0.6017156862745098","","","","","","",""
"","Emotion_Neutral","Age_30_40","E_White","G_Male","","","0.9322779243623571","0.5747549019607843","390","280","","","","",""
"","","","","","","","0.9753737906772207","0.6580882352941176","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/a4b1c367-2f8d-428e-8992-c190b5c8a869___Lionel-The-Red-Caboose-58645febdbca2__880.jpg.jpeg","Not_Face","","","","","","0.5839929639401935","0.4185282522996058","880","1178","null","1531721204000","1531721204000","22","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.6314863676341249","0.45532194480946125","","","","","","",""
"","Emotion_Neutral","Age_above_50","E_White","G_Male","","","0.44239226033421286","0.4067017082785808","880","1178","","","","",""
"","","","","","","","0.5109938434476693","0.47897503285151116","","","","","","",""
"","Not_Face","","","","","","0.2647317502198769","0.3764783180026281","880","1178","","","","",""
"","","","","","","","0.3658751099384345","0.43626806833114323","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/d0dea8d0-6370-4582-80e4-608b93900e44___milos-candy-store1.jpg.jpeg","Not_Face","Age_above_50","E_White","G_Male","","","0.38698328935795956","0.19483568075117372","800","600","null","1531467608000","1531467608000","106","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.5004397537379067","0.4061032863849765","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/8c40ad82-7409-4f0a-bd34-868e519785a3___Promenada_Empty_Shop-3-.jpg.jpeg","Not_Face","","","","","","0.5026041666666666","0.11328125","1152","768","null","1531383591000","1531383591000","42","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.5980902777777778","0.2981770833333333","","","","","","",""
"","Emotion_Happy","Age_20_30","E_White","G_ Female","","","0.6145833333333334","0.17578125","1152","768","","","","",""
"","","","","","","","0.7109375","0.3489583333333333","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/d09ef27f-2105-4404-badc-2cf803e10399___Foot-Locker.jpg.jpeg","Not_Face","","","","","","0.2620932277924362","0.513302034428795","640","360","null","1531479046000","1531479046000","37","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.31926121372031663","0.5852895148669797","","","","","","",""
"","Not_Face","","","","","","0.1802990325417766","0.5539906103286385","640","360","","","","",""
"","","","","","","","0.21635883905013192","0.5993740219092332","","","","","","",""
"","Not_Face","","","","","","0.07299912049252419","0.5524256651017214","640","360","","","","",""
"","","","","","","","0.09498680738786279","0.5884194053208138","","","","","","",""
"","Not_Face","","","","","","0.011433597185576077","0.5539906103286385","640","360","","","","",""
"","","","","","","","0.03342128408091469","0.5899843505477308","","","","","","",""
"","Emotion_Sad","Age_30_40","E_White","G_Male","","","0.7889182058047494","0.5226917057902973","640","360","","","","",""
"","","","","","","","0.8223394898856641","0.6056338028169014","","","","","","",""
"","Not_Face","","","","","","0.8258575197889182","0.5352112676056338","640","360","","","","",""
"","","","","","","","0.8715919085312225","0.6071987480438185","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/f68927e1-4f66-4016-8719-fc8e7a25fbe8___MW-ED693_walmar_20160120201211_ZH.jpg.jpeg","Not_Face","","","","","","0.6077396657871592","0.3474178403755869","880","495","null","1531478488000","1531478488000","21","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.6596306068601583","0.4413145539906103","","","","","","",""
"","Not_Face","","","","","","0.16094986807387862","0.5743348982785602","880","495","","","","",""
"","","","","","","","0.1943711521547933","0.6369327073552425","","","","","","",""
"","Not_Face","","","","","","0.24450307827616535","0.564945226917058","880","495","","","","",""
"","","","","","","","0.27440633245382584","0.6056338028169014","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/dd0c53fe-8300-4422-80e2-7d446ae4a329___STR838.jpg.jpeg","Not_Face","","","","","","0.27616534740545295","0.4635603345280765","788","580","null","1531584546000","1531584546000","17","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.31926121372031663","0.5005973715651135","","","","","","",""
"","Not_Face","","","","","","0.20492524186455585","0.45041816009557945","788","580","","","","",""
"","","","","","","","0.24010554089709762","0.4910394265232975","","","","","","",""
"","Not_Face","","","","","","0.5989445910290238","0.4647550776583035","788","580","","","","",""
"","","","","","","","0.6376429199648197","0.4982078853046595","","","","","","",""
"","Not_Face","","","","","","0.49428320140721194","0.4778972520908005","788","580","","","","",""
"","","","","","","","0.525065963060686","0.5029868578255675","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/9bb39612-2a51-4a9e-8085-a0ecb80081fd___people-shopping-walking-along-glass-frontage-fashionable-stores-in-milan_smwgdxuu__F0000.png","Not_Face","","","","","","0.1723834652594547","0.30672926447574334","3840","2160","null","1531584679000","1531584679000","61","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.22515391380826738","0.39906103286384975","","","","","","",""
"","Emotion_Neutral","Age_40_50","E_White","G_ Female","","","0.37730870712401055","0.3114241001564945","3840","2160","","","","",""
"","","","","","","","0.43535620052770446","0.41001564945226915","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_White","G_ Female","","","0.26033421284080915","0.5305164319248826","3840","2160","","","","",""
"","","","","","","","0.2849604221635884","0.5758998435054773","","","","","","",""
"","Not_Face","","","","","","0.47845206684256814","0.28169014084507044","3840","2160","","","","",""
"","","","","","","","0.5461741424802111","0.37871674491392804","","","","","","",""
"","Not_Face","","","","","","0.7678100263852242","0.3192488262910798","3840","2160","","","","",""
"","","","","","","","0.8188214599824098","0.41471048513302033","","","","","","",""
"","Not_Face","","","","","","0.7106420404573439","0.27073552425665104","3840","2160","","","","",""
"","","","","","","","0.7563764291996482","0.3599374021909233","","","","","","",""
"","Not_Face","","","","","","0.9648197009674582","0.3270735524256651","3840","2160","","","","",""
"","","","","","","","0.9973614775725593","0.4225352112676056","","","","","","",""
"","Not_Face","","","","","","0.3210202286719437","0.6165884194053208","3840","2160","","","","",""
"","","","","","","","0.3491644678979771","0.6557120500782473","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/300d5f8d-7a4b-4ded-8b4f-4ac031dd4d53___28289838352_54760103e0_b.jpg.jpeg","Not_Face","","","","","","0.9498680738786279","0.762085308056872","700","650","null","1531467633000","1531467633000","10800","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.9868073878627969","0.8454976303317535","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/68fee56d-1ddc-43e6-959f-590293cbbea1___glove-for-blind-shopping.png","Emotion_Neutral","Age_30_40","G_Male","E_Black","","","0.670184696569921","0.046296296296296294","600","399","null","1531584847000","1531584847000","35","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.9331574318381706","0.45634920634920634","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/70dd8658-d9a0-41bd-a3d3-08605a036c25___256_8_Suhumi-Taiwan.jpg.jpeg","Emotion_Happy","Age_30_40","E_Asian","G_Male","","","0.6279683377308707","0.22985468956406868","560","373","null","1531721282000","1531721282000","11","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.7088830255057168","0.35931307793923384","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/faf7f5e9-6698-4a9b-b3f4-0e46c647bff6___thestreetstore.png","Emotion_Happy","Age_above_50","G_Male","E_White","","","0.5065963060686016","0.3762057877813505","760","416","null","1531720936000","1531720936000","42","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.6481970096745823","0.6463022508038585","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/cfea20b1-017b-43a2-8057-578bf6f8fbcb___biz_stationpark_0429140.jpg.jpeg","Emotion_Neutral","Age_below20","E_White","G_ Female","","","0.44239226033421286","0.6723910171730515","500","333","null","1531479564000","1531479564000","17","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.48548812664907653","0.7463672391017173","","","","","","",""
"","Not_Face","","","","","","0.08355321020228672","0.5984147952443857","500","333","","","","",""
"","","","","","","","0.10554089709762533","0.6301188903566711","","","","","","",""
"","Not_Face","","","","","","0.051890941072999124","0.6208718626155878","500","333","","","","",""
"","","","","","","","0.07299912049252419","0.6538969616908851","","","","","","",""
"","Not_Face","","","","","","0.7053649956024626","0.5733157199471598","500","333","","","","",""
"","","","","","","","0.7343887423043096","0.6155878467635403","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_White","G_ Female","","","0.8671943711521548","0.5204755614266843","500","333","","","","",""
"","","","","","","","0.8909410729991205","0.5574636723910171","","","","","","",""
"","Not_Face","","","","","","0.5576077396657871","0.5627476882430648","500","333","","","","",""
"","","","","","","","0.5848724714160071","0.6010568031704095","","","","","","",""
"","Not_Face","","","","","","0.42480211081794195","0.5931307793923382","500","333","","","","",""
"","","","","","","","0.45382585751978893","0.6367239101717305","","","","","","",""
"","Not_Face","","","","","","0.47493403693931396","0.5429326287978864","500","333","","","","",""
"","","","","","","","0.4916446789797713","0.5733157199471598","","","","","","",""
"","Not_Face","","","","","","0.9349164467897977","0.6446499339498019","500","333","","","","",""
"","","","","","","","0.9780123131046614","0.7067371202113606","","","","","","",""
"","Not_Face","","","","","","0.7871591908531222","0.6578599735799208","500","333","","","","",""
"","","","","","","","0.8293755496921724","0.7159841479524438","","","","","","",""
"","Not_Face","","","","","","0.08091468777484609","0.750330250990753","500","333","","","","",""
"","","","","","","","0.13720316622691292","0.8256274768824307","","","","","","",""
"","Not_Face","","","","","","0.2339489885664028","0.6486129458388376","500","333","","","","",""
"","","","","","","","0.26297273526824977","0.6908850726552179","","","","","","",""
"","Emotion_Happy","Age_20_30","E_White","G_ Female","","","0.052770448548812667","0.7001321003963011","500","333","","","","",""
"","","","","","","","0.08883025505716799","0.7463672391017173","","","","","","",""
"","Emotion_Angry","Age_20_30","G_ Female","E_White","","","0.1996481970096746","0.7807133421400264","500","333","","","","",""
"","","","","","","","0.24890061565523308","0.8824306472919419","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_White","G_Male","","","0.3210202286719437","0.7344782034346103","500","333","","","","",""
"","","","","","","","0.37994722955145116","0.8441215323645971","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_White","G_ Female","","","0.5321020228671943","0.6472919418758256","500","333","","","","",""
"","","","","","","","0.565523306948109","0.702774108322325","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_White","G_ Female","","","0.6358839050131926","0.6169088507265522","500","333","","","","",""
"","","","","","","","0.6701846965699209","0.6816380449141347","","","","","","",""
"","Emotion_Neutral","Age_30_40","E_White","G_Male","","","0.9234828496042217","0.4940554821664465","500","333","","","","",""
"","","","","","","","0.9428320140721196","0.5323645970937912","","","","","","",""
"","Emotion_Neutral","Age_below20","G_Male","E_White","","","0.6314863676341249","0.8428005284015853","500","333","","","","",""
"","","","","","","","0.6684256816182937","0.9062087186261559","","","","","","",""
"","Emotion_Angry","Age_30_40","E_Hispanic","G_Male","","","0.14335971855760773","0.6697490092470277","500","333","","","","",""
"","","","","","","","0.17150395778364116","0.7107001321003963","","","","","","",""
"","Not_Face","","","","","","0.3412489006156552","0.607661822985469","500","333","","","","",""
"","","","","","","","0.36675461741424803","0.6486129458388376","","","","","","",""
"","Not_Face","","","","","","0.5954265611257695","0.678996036988111","500","333","","","","",""
"","","","","","","","0.6209322779243623","0.7331571994715984","","","","","","",""
"","Emotion_Neutral","Age_40_50","E_White","G_Male","","","0.2770448548812665","0.583883751651255","500","333","","","","",""
"","","","","","","","0.297273526824978","0.6169088507265522","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/e6c7ab55-2fbf-4d2e-af78-2a2762661347___1SZ5m0pmDcS6RgpM8FPNCuw.png","Not_Face","","","","","","0.3254177660510114","0.31070889894419307","1200","700","null","1531585418000","1531585418000","49","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.35883905013192613","0.36048265460030166","","","","","","",""
"","Not_Face","","","","","","0.26824978012313105","0.25339366515837103","1200","700","","","","",""
"","","","","","","","0.2884784520668426","0.2911010558069382","","","","","","",""
"","Not_Face","","","","","","0.1961301671064204","0.19155354449472098","1200","700","","","","",""
"","","","","","","","0.21635883905013192","0.24132730015082957","","","","","","",""
"","Emotion_Happy","Age_30_40","E_Black","G_Male","","","0.6051011433597184","0.1282051282051282","1200","700","","","","",""
"","","","","","","","0.7141600703605979","0.37104072398190047","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_White","G_Male","","","0.8038698328935796","0.5912518853695324","1200","700","","","","",""
"","","","","","","","0.8839050131926122","0.7601809954751131","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/01d83f3a-5480-4a4a-af46-a2c77c0043a7___best-buy-is-pulling-cds-from-its-stores--and-people-are-freaking-out.jpg.png","Emotion_Neutral","Age_30_40","E_White","G_Male","","","0.5514511873350924","0.03345070422535211","1190","595","null","1531720491000","1531720491000","0","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.6165347405452947","0.17077464788732394","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/d06c3460-f18e-48d4-8409-af6f868bc50e___shopping1.jpg.jpeg","Emotion_Happy","Age_below20","E_White","G_Male","","","0.22427440633245382","0.2605633802816901","1024","768","null","1531555260000","1531555260000","27","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.3518029903254178","0.48708920187793425","","","","","","",""
"","Emotion_Happy","Age_below20","E_White","G_ Female","","","0.5532102022867195","0.13849765258215962","1024","768","","","","",""
"","","","","","","","0.7150395778364116","0.38380281690140844","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/af2aad90-8eb2-4220-9c76-33c7e910ffbc___euronics_stores-and-people_02_1180x346.jpg.jpeg","Emotion_Neutral","Age_30_40","E_White","G_Male","","","0.35092348284960423","0.23423423423423423","1180","346","null","1531496549000","1531496549000","0","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.3940193491644679","0.3993993993993994","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_Asian","G_Male","","","0.5092348284960422","0.29429429429429427","1180","346","","","","",""
"","","","","","","","0.5593667546174143","0.4984984984984985","","","","","","",""
"","Emotion_Happy","Age_30_40","E_White","G_Male","","","0.4230430958663149","0.16216216216216217","1180","346","","","","",""
"","","","","","","","0.4793315743183817","0.35135135135135137","","","","","","",""
"","Emotion_Happy","Age_20_30","E_White","G_ Female","","","0.21899736147757257","0.38738738738738737","1180","346","","","","",""
